position_id	term_ids	major	path	current_line	before	after	semantic_unit_id	change_kind
IH0112	199	18	zh/18/generic-wal.sgml	110	页面映像	页面镜像	RB199-generic-delta-mention1	HISTORICAL_ROLLBACK
IH0113	199	18	zh/18/generic-wal.sgml	110	页面映像	页面镜像	RB199-generic-delta-mention2	HISTORICAL_ROLLBACK
RB27-H05888	27	18	zh/18/geqo.sgml	19	B-tree	B-树	F03-U0055	HISTORICAL_ROLLBACK
RB27-H05889	27,127	18	zh/18/gin.sgml	308	B-tree	B-树	F03-U0056	HISTORICAL_ROLLBACK
RB27-H05890	27	18	zh/18/gin.sgml	309	B-tree	B-树	F03-U0056	HISTORICAL_ROLLBACK
RB27-H05891	27	18	zh/18/gin.sgml	376	B-tree	B-树	F03-U0057	HISTORICAL_ROLLBACK
RB27-H05892	27	18	zh/18/gin.sgml	377	B-tree	B-树	F03-U0057	HISTORICAL_ROLLBACK
RB27-H05893	27	18	zh/18/gin.sgml	389	B-tree	B-树	F03-U0058	HISTORICAL_ROLLBACK
RB27-H05894	27	18	zh/18/gin.sgml	548	B-tree	B-树	F03-U0059	HISTORICAL_ROLLBACK
RB27-H05895	27	18	zh/18/gist.sgml	15	B-tree	B-树	F03-U0060	HISTORICAL_ROLLBACK
RB27-H05896	27	18	zh/18/gist.sgml	214	B-tree	B-树	F03-U0061	HISTORICAL_ROLLBACK
RB27-H05897	27	18	zh/18/gist.sgml	214	B-tree	B-树	F03-U0061	HISTORICAL_ROLLBACK
RB27-H05898	27	18	zh/18/gist.sgml	214	B-tree	B-树	F03-U0061	HISTORICAL_ROLLBACK
RB27-H05899	27	18	zh/18/gist.sgml	218	B-tree	B-树	F03-U0062	HISTORICAL_ROLLBACK
RB27-H05900	27	18	zh/18/gist.sgml	222	B-tree	B-树	F03-U0063	HISTORICAL_ROLLBACK
RB27-H05901	27	18	zh/18/gist.sgml	1057	B-tree	B-树	F03-U0064	HISTORICAL_ROLLBACK
RB27-H05902	27	18	zh/18/hash.sgml	28	B-tree	B-树	F03-U0065	HISTORICAL_ROLLBACK
RB27-H05903	27	18	zh/18/hash.sgml	32	B-tree	B-树	F03-U0066	HISTORICAL_ROLLBACK
RB27-H05904	27	18	zh/18/hash.sgml	36	B-tree	B-树	F03-U0067	HISTORICAL_ROLLBACK
RB27-H05905	27	18	zh/18/hash.sgml	45	B-tree	B-树	F03-U0068	HISTORICAL_ROLLBACK
RB27-H05909	27	18	zh/18/indexam.sgml	490	B-tree	B-树	F03-U0069	HISTORICAL_ROLLBACK
RB27-H05910	27	18	zh/18/indexam.sgml	490	B-tree	B-树	F03-U0069	HISTORICAL_ROLLBACK
RB27-H05911	27	18	zh/18/indexam.sgml	544	B-tree	B-树	F03-U0070	HISTORICAL_ROLLBACK
RB27-H05912	27	18	zh/18/indexam.sgml	589	B-tree	B-树	F03-U0071	HISTORICAL_ROLLBACK
RB27-S016	27	18	zh/18/indices.sgml	91	B-tree	B-树	F03-U0072	CROSS_VERSION_ALIGNMENT
RB27-S017	27	18	zh/18/indices.sgml	93	B-tree	B-树	F03-U0072	CROSS_VERSION_ALIGNMENT
RB27-S018	27	18	zh/18/indices.sgml	100	B-Tree	B-树	F03-U0073	CROSS_VERSION_ALIGNMENT
RB27-S019	27	18	zh/18/indices.sgml	104	B-Tree	B-树	F03-U0073	CROSS_VERSION_ALIGNMENT
RB27-S020	27	18	zh/18/indices.sgml	107	B-Tree	B-树	F03-U0073	CROSS_VERSION_ALIGNMENT
RB27-H05913	27	18	zh/18/indices.sgml	112	B-tree	B-树	F03-U0074	HISTORICAL_ROLLBACK
RB27-H05914	27	18	zh/18/indices.sgml	112	B-tree	B-树	F03-U0074	HISTORICAL_ROLLBACK
RB27-H05915	27	18	zh/18/indices.sgml	118	B-tree	B-树	F03-U0074	HISTORICAL_ROLLBACK
RB27-H05916	27	18	zh/18/indices.sgml	119	B-tree	B-树	F03-U0074	HISTORICAL_ROLLBACK
RB27-H05917	27	18	zh/18/indices.sgml	123	B-tree	B-树	F03-U0075	HISTORICAL_ROLLBACK
RB27-H05918	27	18	zh/18/indices.sgml	124	B-tree	B-树	F03-U0075	HISTORICAL_ROLLBACK
RB27-H05919	27	18	zh/18/indices.sgml	128	B-tree	B-树	F03-U0076	HISTORICAL_ROLLBACK
INDEX27-18-R25	27	18	zh/18/indices.sgml	292	B-tree	B-树	RB27-ASSOC-INDICES-MULTICOLUMN	CORRESPONDENCE_SYNC
RB27-H05920	27	18	zh/18/indices.sgml	296	B-tree	B-树	F03-U0077	HISTORICAL_ROLLBACK
RB27-H05921	27	18	zh/18/indices.sgml	296	B-tree	B-树	F03-U0077	HISTORICAL_ROLLBACK
RB27-H05922	27	18	zh/18/indices.sgml	300	B-tree	B-树	F03-U0185	HISTORICAL_ROLLBACK
RB27-H05923	27	18	zh/18/indices.sgml	304	B-tree	B-树	F03-U0186	HISTORICAL_ROLLBACK
RB27-H05924	27	18	zh/18/indices.sgml	312	B-tree	B-树	F03-U0078	HISTORICAL_ROLLBACK
RB27-H05925	27	18	zh/18/indices.sgml	316	B-tree	B-树	F03-U0079	HISTORICAL_ROLLBACK
INDEX27-18-R26	27	18	zh/18/indices.sgml	338	B-tree	B-树	RB27-ASSOC-INDICES-ORDERING	CORRESPONDENCE_SYNC
RB27-H05926	27	18	zh/18/indices.sgml	346	B-tree	B-树	F03-U0080	HISTORICAL_ROLLBACK
RB27-H05927	27	18	zh/18/indices.sgml	350	B-tree	B-树	F03-U0081	HISTORICAL_ROLLBACK
RB27-H05928	27	18	zh/18/indices.sgml	394	B-tree	B-树	F03-U0187	HISTORICAL_ROLLBACK
RB27-H05929	27	18	zh/18/indices.sgml	413	B-tree	B-树	F03-U0082	HISTORICAL_ROLLBACK
RB27-H05930	27	18	zh/18/indices.sgml	683	B-tree	B-树	F03-U0083	HISTORICAL_ROLLBACK
RB27-H05931	27	18	zh/18/indices.sgml	738	B-tree	B-树	F03-U0084	HISTORICAL_ROLLBACK
INDEX27-18-R27	27	18	zh/18/indices.sgml	750	B-Tree	B-树	RB27-ASSOC-INDICES-UPPER-LEVEL	CORRESPONDENCE_SYNC
INDEX27-18-R28	27	18	zh/18/indices.sgml	750	B-Tree	B-树	RB27-ASSOC-INDICES-LOWEST-LEVEL	CORRESPONDENCE_SYNC
RB27-H05932	27	18	zh/18/indices.sgml	796	B-tree	B-树	F03-U0085	HISTORICAL_ROLLBACK
RB27-H05933	27	18	zh/18/indices.sgml	805	B-tree	B-树	F03-U0086	HISTORICAL_ROLLBACK
RB27-H05934	27	18	zh/18/isn.sgml	198	B-tree	B-树	F03-U0087	HISTORICAL_ROLLBACK
RB27-H05935	27	18	zh/18/lobj.sgml	42	B-tree	B-树	F03-U0088	HISTORICAL_ROLLBACK
RB27-H05936	27	18	zh/18/ltree.sgml	574	B-tree	B-树	F03-U0089	HISTORICAL_ROLLBACK
RB27-H05937	27	18	zh/18/maintenance.sgml	821	B-tree	B-树	F03-U0090	HISTORICAL_ROLLBACK
RB27-H05938	27	18	zh/18/maintenance.sgml	828	B-tree	B-树	F03-U0091	HISTORICAL_ROLLBACK
RB27-H05939	27	18	zh/18/maintenance.sgml	829	B-tree	B-树	F03-U0091	HISTORICAL_ROLLBACK
RB27-H05940	27	18	zh/18/maintenance.sgml	833	B-tree	B-树	F03-U0092	HISTORICAL_ROLLBACK
RB27-H05941	27	18	zh/18/maintenance.sgml	835	B-tree	B-树	F03-U0092	HISTORICAL_ROLLBACK
RB27-H05942	27	18	zh/18/monitoring.sgml	1465	B-tree	B-树	F03-U0093	HISTORICAL_ROLLBACK
RB27-H05943	27	18	zh/18/monitoring.sgml	1800	B-tree	B-树	F03-U0094	HISTORICAL_ROLLBACK
IH0030	199	18	zh/18/monitoring.sgml	2912	整页映像	整页镜像	RB199-prefetch-skip	HISTORICAL_ROLLBACK
IH0031	199	18	zh/18/monitoring.sgml	4106	整页映像	整页镜像	RB199-wal-count	HISTORICAL_ROLLBACK
RB27-H05944	27	18	zh/18/mvcc.sgml	1332	B-tree	B-树	F03-U0095	HISTORICAL_ROLLBACK
RB27-H05945	27	18	zh/18/mvcc.sgml	1366	B-tree	B-树	F03-U0096	HISTORICAL_ROLLBACK
RB27-H05946	27	18	zh/18/mvcc.sgml	1366	B-tree	B-树	F03-U0096	HISTORICAL_ROLLBACK
RB27-H05947	27	18	zh/18/mvcc.sgml	1366	B-tree	B-树	F03-U0096	HISTORICAL_ROLLBACK
RB27-H05948	27	18	zh/18/pageinspect.sgml	238	B-tree	B-树	F03-U0097	HISTORICAL_ROLLBACK
RB27-H05949	27	18	zh/18/pageinspect.sgml	251	B-tree	B-树	F03-U0098	HISTORICAL_ROLLBACK
RB27-H05950	27	18	zh/18/pageinspect.sgml	279	B-tree	B-树	F03-U0099	HISTORICAL_ROLLBACK
RB27-H05951	27	18	zh/18/pageinspect.sgml	352	B-tree	B-树	F03-U0100	HISTORICAL_ROLLBACK
RB27-H05952	27	18	zh/18/pageinspect.sgml	373	B-tree	B-树	F03-U0100	HISTORICAL_ROLLBACK
RB27-H05953	27	18	zh/18/pageinspect.sgml	386	B-tree	B-树	F03-U0101	HISTORICAL_ROLLBACK
RB27-H05954	27	18	zh/18/parallel.sgml	170	B-tree	B-树	F03-U0102	HISTORICAL_ROLLBACK
RB27-H05955	27	18	zh/18/parallel.sgml	173	B-tree	B-树	F03-U0102	HISTORICAL_ROLLBACK
RB27-H05956	27	18	zh/18/parallel.sgml	178	B-tree	B-树	F03-U0103	HISTORICAL_ROLLBACK
IH0114	199	18	zh/18/pgstatstatements.sgml	411	整页映像	整页镜像	RB199-statement-wal-count	HISTORICAL_ROLLBACK
RB27-H05957	27	18	zh/18/pgstattuple.sgml	163	B-tree	B-树	F03-U0104	HISTORICAL_ROLLBACK
RB27-H05958	27	18	zh/18/pgstattuple.sgml	198	B-tree	B-树	F03-U0105	HISTORICAL_ROLLBACK
RB27-H05959	27	18	zh/18/pgtrgm.sgml	391	B-tree	B-树	F03-U0106	HISTORICAL_ROLLBACK
RB27-H05960	27	18	zh/18/pgtrgm.sgml	491	B-tree	B-树	F03-U0107	HISTORICAL_ROLLBACK
RB27-H05961	27	18	zh/18/pgtrgm.sgml	502	B-tree	B-树	F03-U0108	HISTORICAL_ROLLBACK
RB27-H05962	27,127	18	zh/18/queries.sgml	1383	B-tree	B-树	F03-U0109	HISTORICAL_ROLLBACK
RB27-H05963	27	18	zh/18/rangetypes.sgml	290	B-tree	B-树	F03-U0110	HISTORICAL_ROLLBACK
RB27-H05964	27	18	zh/18/rangetypes.sgml	360	B-tree	B-树	F03-U0111	HISTORICAL_ROLLBACK
RB27-H05965	27	18	zh/18/rangetypes.sgml	360	B-tree	B-树	F03-U0111	HISTORICAL_ROLLBACK
RB27-H05966	27	18	zh/18/rangetypes.sgml	360	B-tree	B-树	F03-U0111	HISTORICAL_ROLLBACK
RB27-H05967	27	18	zh/18/ref/alter_opfamily.sgml	137	B-tree	B-树	F03-U0112	HISTORICAL_ROLLBACK
RB27-H05968	27	18	zh/18/ref/alter_opfamily.sgml	139	B-tree	B-树	F03-U0112	HISTORICAL_ROLLBACK
RB27-H05969	27	18	zh/18/ref/alter_opfamily.sgml	140	B-tree	B-树	F03-U0112	HISTORICAL_ROLLBACK
RB27-H05970	27	18	zh/18/ref/alter_opfamily.sgml	257	B-tree	B-树	F03-U0113	HISTORICAL_ROLLBACK
RB27-H05971	27	18	zh/18/ref/alter_table.sgml	354	B-tree	B-树	F03-U0114	HISTORICAL_ROLLBACK
RB27-H05972	27	18	zh/18/ref/cluster.sgml	143	B-tree	B-树	F03-U0115	HISTORICAL_ROLLBACK
RB27-H05973	27	18	zh/18/ref/create_aggregate.sgml	231	B-tree	B-树	F03-U0116	HISTORICAL_ROLLBACK
RB27-H05974	27	18	zh/18/ref/create_index.sgml	60	B-tree	B-树	F03-U0117	HISTORICAL_ROLLBACK
RB27-H05975	27	18	zh/18/ref/create_index.sgml	160	B-tree	B-树	F03-U0118	HISTORICAL_ROLLBACK
RB27-H05976	27	18	zh/18/ref/create_index.sgml	173	B-tree	B-树	F03-U0119	HISTORICAL_ROLLBACK
RB27-H05977	27	18	zh/18/ref/create_index.sgml	379	B-tree	B-树	F03-U0120	HISTORICAL_ROLLBACK
RB27-H05978	27	18	zh/18/ref/create_index.sgml	393	B-tree	B-树	F03-U0121	HISTORICAL_ROLLBACK
RB27-H05979	27	18	zh/18/ref/create_index.sgml	396	B-tree	B-树	F03-U0121	HISTORICAL_ROLLBACK
RB27-H05980	27	18	zh/18/ref/create_index.sgml	402	B-tree	B-树	F03-U0122	HISTORICAL_ROLLBACK
RB27-H05981	27	18	zh/18/ref/create_index.sgml	403	B-tree	B-树	F03-U0122	HISTORICAL_ROLLBACK
RB27-H05982	27	18	zh/18/ref/create_index.sgml	406	B-tree	B-树	F03-U0122	HISTORICAL_ROLLBACK
RB27-H05983	27	18	zh/18/ref/create_index.sgml	427	B-tree	B-树	F03-U0123	HISTORICAL_ROLLBACK
RB27-H05984	27	18	zh/18/ref/create_index.sgml	441	B-tree	B-树	F03-U0124	HISTORICAL_ROLLBACK
RB27-H05985	27	18	zh/18/ref/create_index.sgml	684	B-tree	B-树	F03-U0125	HISTORICAL_ROLLBACK
RB27-H05986	27	18	zh/18/ref/create_index.sgml	688	B-tree	B-树	F03-U0125	HISTORICAL_ROLLBACK
RB27-H05987	27	18	zh/18/ref/create_index.sgml	694	B-tree	B-树	F03-U0126	HISTORICAL_ROLLBACK
RB27-H05988	27	18	zh/18/ref/create_index.sgml	717	B-tree	B-树	F03-U0127	HISTORICAL_ROLLBACK
RB27-H05989	27	18	zh/18/ref/create_index.sgml	751	B-tree	B-树	F03-U0128	HISTORICAL_ROLLBACK
RB27-H05990	27	18	zh/18/ref/create_index.sgml	826	B-tree	B-树	F03-U0129	HISTORICAL_ROLLBACK
RB27-H05991	27	18	zh/18/ref/create_index.sgml	834	B-tree	B-树	F03-U0130	HISTORICAL_ROLLBACK
RB27-H05992	27	18	zh/18/ref/create_index.sgml	842	B-tree	B-树	F03-U0131	HISTORICAL_ROLLBACK
RB27-H05993	27	18	zh/18/ref/create_opclass.sgml	156	B-tree	B-树	F03-U0132	HISTORICAL_ROLLBACK
RB27-H05994	27	18	zh/18/ref/create_opclass.sgml	157	B-tree	B-树	F03-U0132	HISTORICAL_ROLLBACK
RB27-H05995	27	18	zh/18/ref/create_opclass.sgml	157	B-tree	B-树	F03-U0132	HISTORICAL_ROLLBACK
RB27-H05996	27	18	zh/18/ref/create_opclass.sgml	161	B-tree	B-树	F03-U0132	HISTORICAL_ROLLBACK
RB27-H05997	27	18	zh/18/ref/create_operator.sgml	287	B-tree	B-树	F03-U0133	HISTORICAL_ROLLBACK
RB27-LOWER-P0143	27	18	zh/18/ref/create_table.sgml	348	btree	B-树	RB27-LOWER-029	CORRESPONDENCE_SYNC
RB27-H05998	27	18	zh/18/ref/create_table.sgml	796	B-tree	B-树	F03-U0134	HISTORICAL_ROLLBACK
RB27-H05999	27	18	zh/18/ref/create_table.sgml	844	B-tree	B-树	F03-U0135	HISTORICAL_ROLLBACK
RB27-H06000	27	18	zh/18/ref/create_table.sgml	885	B-tree	B-树	F03-U0136	HISTORICAL_ROLLBACK
RB27-H06001	27	18	zh/18/ref/create_type.sgml	141	B-tree	B-树	F03-U0137	HISTORICAL_ROLLBACK
RB27-H06002	27,127	18	zh/18/ref/create_type.sgml	142	B-tree	B-树	F03-U0137	HISTORICAL_ROLLBACK
RB27-H06003	27,127	18	zh/18/ref/create_type.sgml	294	B-tree	B-树	F03-U0138	HISTORICAL_ROLLBACK
RB27-H06004	27	18	zh/18/ref/create_type.sgml	554	B-tree	B-树	F03-U0139	HISTORICAL_ROLLBACK
IH0146	199	18	zh/18/ref/explain.sgml	151	整页映像	整页镜像	RB199-explain-wal-mention1	HISTORICAL_ROLLBACK
RB27-H06005	27	18	zh/18/ref/pg_amcheck.sgml	38	B-tree	B-树	F03-U0140	HISTORICAL_ROLLBACK
RB27-H06006	27	18	zh/18/ref/pg_amcheck.sgml	198	B-tree	B-树	F03-U0141	HISTORICAL_ROLLBACK
RB27-H06007	27	18	zh/18/ref/pg_amcheck.sgml	284	B-tree	B-树	F03-U0142	HISTORICAL_ROLLBACK
RB27-H06008	27	18	zh/18/ref/pg_amcheck.sgml	309	B-tree	B-树	F03-U0143	HISTORICAL_ROLLBACK
RB27-H06009	27	18	zh/18/ref/pg_amcheck.sgml	327	B-tree	B-树	F03-U0144	HISTORICAL_ROLLBACK
RB27-H06010	27	18	zh/18/ref/pg_amcheck.sgml	336	B-tree	B-树	F03-U0145	HISTORICAL_ROLLBACK
IH0115	199	18	zh/18/ref/pg_waldump.sgml	220	整页映像	整页镜像	RB199-waldump-fullpage	HISTORICAL_ROLLBACK
IH0116	199	18	zh/18/ref/pg_waldump.sgml	240	整页映像	整页镜像	RB199-waldump-stats	HISTORICAL_ROLLBACK
IH0117	199	18	zh/18/ref/pg_waldump.sgml	257	整页映像	整页镜像	RB199-waldump-save-mention1	HISTORICAL_ROLLBACK
IH0118	199	18	zh/18/ref/pg_waldump.sgml	258	映像	镜像	RB199-waldump-save-mention2	HISTORICAL_ROLLBACK
IH0119	199	18	zh/18/ref/pg_waldump.sgml	261	整页映像	整页镜像	RB199-waldump-format	HISTORICAL_ROLLBACK
IH0120	199	18	zh/18/ref/pg_waldump.sgml	283	映像	镜像	RB199-waldump-lsn	HISTORICAL_ROLLBACK
IH0121	199	18	zh/18/ref/pg_waldump.sgml	310	整页映像	整页镜像	RB199-waldump-fork	HISTORICAL_ROLLBACK
RB27-H06011	27	18	zh/18/ref/reindex.sgml	57	B-tree	B-树	F03-U0146	HISTORICAL_ROLLBACK
RB27-H06012	27	18	zh/18/ref/select.sgml	1251	B-tree	B-树	F03-U0147	HISTORICAL_ROLLBACK
RB27-LOWER-P0144	27	18	zh/18/release-18.sgml	2346	btree	B-树	RB27-LOWER-012	CORRESPONDENCE_SYNC
IH0018	199	18	zh/18/release-18.sgml	2439	整页映像	整页镜像	RB199-release-vm-fix	HISTORICAL_ROLLBACK
RB27-LOWER-P0145	27	18	zh/18/release-18.sgml	3327	btree	B-树	RB27-LOWER-025	CORRESPONDENCE_SYNC
RB27-LOWER-P0146	27	18	zh/18/release-18.sgml	3371	btree	B-树	RB27-LOWER-004	CORRESPONDENCE_SYNC
RB27-LOWER-P0147	27	18	zh/18/release-18.sgml	3581	btree	B-树	RB27-LOWER-024	CORRESPONDENCE_SYNC
RB27-LOWER-P0148	27	18	zh/18/release-18.sgml	5064	btree	B-树	RB27-LOWER-028	CORRESPONDENCE_SYNC
RB27-LOWER-P0149	27	18	zh/18/release-18.sgml	6367	btree	B-树	RB27-LOWER-015	CORRESPONDENCE_SYNC
RB27-LOWER-P0150	27	18	zh/18/release-18.sgml	6367	btree	B-树	RB27-LOWER-015	CORRESPONDENCE_SYNC
RB27-LOWER-P0151	27	18	zh/18/release-18.sgml	6367	btree	B-树	RB27-LOWER-015	CORRESPONDENCE_SYNC
RB27-LOWER-P0152	27	18	zh/18/release-18.sgml	7311	btree	B-树	RB27-LOWER-006	CORRESPONDENCE_SYNC
RB27-LOWER-P0153	27	18	zh/18/release-18.sgml	7335	btree	B-树	RB27-LOWER-005	CORRESPONDENCE_SYNC
RB27-LOWER-P0154	27	18	zh/18/release-18.sgml	7357	btree	B-树	RB27-LOWER-007	CORRESPONDENCE_SYNC
RB27-LOWER-P0155	27	18	zh/18/release-18.sgml	7643	btree	B-树	RB27-LOWER-009	CORRESPONDENCE_SYNC
RB27-LOWER-P0156	27	18	zh/18/release-18.sgml	8530	btree	B-树	RB27-LOWER-041	CORRESPONDENCE_SYNC
RB27-H06014	27	18	zh/18/release-18.sgml	8617	B-tree	B-树	F03-U0188	HISTORICAL_ROLLBACK
RB27-LOWER-P0157	27	18	zh/18/release-18.sgml	9110	btree	B-树	RB27-LOWER-034	CORRESPONDENCE_SYNC
RB27-H06015	27	18	zh/18/release-18.sgml	9114	B-tree	B-树	F03-U0189	HISTORICAL_ROLLBACK
RB27-H06016	27	18	zh/18/release-18.sgml	9127	B-tree	B-树	F03-U0190	HISTORICAL_ROLLBACK
RB27-LOWER-P0158	27	18	zh/18/release-18.sgml	9154	btree	B-树	RB27-LOWER-030	CORRESPONDENCE_SYNC
RB27-H06017	27	18	zh/18/storage.sgml	791	B-tree	B-树	F03-U0149	HISTORICAL_ROLLBACK
OT-P0027	385	18	zh/18/syntax.sgml	1270	数	点	OT-385-10-percentile-calculations	HISTORICAL_ROLLBACK
OT-P0028	385	18	zh/18/syntax.sgml	1282	百分位数	百分位点	OT-385-12-seealso-index	HISTORICAL_ROLLBACK
OT-P0047	385	18	zh/18/syntax.sgml	1293	百分位数	百分位点	OT-385-13-returned-50th-value	CORRESPONDENCE_SYNC
IH0122	199	18	zh/18/wal.sgml	141	整页映像	整页镜像	RB199-reliability-images-mention1	HISTORICAL_ROLLBACK
IH0123	199	18	zh/18/wal.sgml	144	页面映像	页面镜像	RB199-reliability-images-mention2	HISTORICAL_ROLLBACK
IH0124	199	18	zh/18/wal.sgml	161	整页映像	整页镜像	RB199-reliability-checksum	HISTORICAL_ROLLBACK
OT-P0035	385	18	zh/18/xaggr.sgml	265	数	点	OT-385-15-rank-or-percentile	HISTORICAL_ROLLBACK
RB27-H06018	27	18	zh/18/xindex.sgml	12	B-tree	B-树	F03-U0150	HISTORICAL_ROLLBACK
RB27-H06019	27	18	zh/18/xindex.sgml	24	B-tree	B-树	F03-U0183	HISTORICAL_ROLLBACK
RB27-H06020	27	18	zh/18/xindex.sgml	34	B-tree	B-树	F03-U0151	HISTORICAL_ROLLBACK
RB27-H06021	27	18	zh/18/xindex.sgml	34	B-tree	B-树	F03-U0151	HISTORICAL_ROLLBACK
RB27-H06022	27	18	zh/18/xindex.sgml	38	B-tree	B-树	F03-U0152	HISTORICAL_ROLLBACK
RB27-H06023	27	18	zh/18/xindex.sgml	46	B-tree	B-树	F03-U0153	HISTORICAL_ROLLBACK
RB27-H06024	27	18	zh/18/xindex.sgml	46	B-tree	B-树	F03-U0153	HISTORICAL_ROLLBACK
RB27-H06025	27	18	zh/18/xindex.sgml	50	B-tree	B-树	F03-U0154	HISTORICAL_ROLLBACK
RB27-H06026	27	18	zh/18/xindex.sgml	54	B-tree	B-树	F03-U0155	HISTORICAL_ROLLBACK
RB27-H06027	27	18	zh/18/xindex.sgml	298	B-tree	B-树	F03-U0156	HISTORICAL_ROLLBACK
RB27-H06028	27	18	zh/18/xindex.sgml	311	B-tree	B-树	F03-U0157	HISTORICAL_ROLLBACK
RB27-H06029	27	18	zh/18/xindex.sgml	315	B-tree	B-树	F03-U0158	HISTORICAL_ROLLBACK
RB27-H06030	27	18	zh/18/xindex.sgml	346	B-tree	B-树	F03-U0159	HISTORICAL_ROLLBACK
RB27-H06031	27	18	zh/18/xindex.sgml	662	B-tree	B-树	F03-U0160	HISTORICAL_ROLLBACK
RB27-H06032	27	18	zh/18/xindex.sgml	662	B-tree	B-树	F03-U0160	HISTORICAL_ROLLBACK
RB27-H06033	27	18	zh/18/xindex.sgml	670	B-tree	B-树	F03-U0161	HISTORICAL_ROLLBACK
RB27-H06034	27	18	zh/18/xindex.sgml	682	B-tree	B-树	F03-U0162	HISTORICAL_ROLLBACK
RB27-H06035	27	18	zh/18/xindex.sgml	763	B-tree	B-树	F03-U0163	HISTORICAL_ROLLBACK
RB27-H06036	27	18	zh/18/xindex.sgml	790	B-tree	B-树	F03-U0164	HISTORICAL_ROLLBACK
RB27-H06037	27,127	18	zh/18/xindex.sgml	802	B-tree	B-树	F03-U0165	HISTORICAL_ROLLBACK
RB27-H06038	27	18	zh/18/xindex.sgml	810	B-tree	B-树	F03-U0166	HISTORICAL_ROLLBACK
RB27-H06039	27	18	zh/18/xindex.sgml	822	B-tree	B-树	F03-U0167	HISTORICAL_ROLLBACK
RB27-H06040	27	18	zh/18/xindex.sgml	930	B-tree	B-树	F03-U0168	HISTORICAL_ROLLBACK
RB27-H06041	27	18	zh/18/xindex.sgml	942	B-tree	B-树	F03-U0169	HISTORICAL_ROLLBACK
RB27-H06042	27,127	18	zh/18/xindex.sgml	964	B-tree	B-树	F03-U0170	HISTORICAL_ROLLBACK
RB27-H06043	27,127	18	zh/18/xindex.sgml	968	B-tree	B-树	F03-U0171	HISTORICAL_ROLLBACK
RB27-H06044	27,127	18	zh/18/xindex.sgml	982	B-tree	B-树	F03-U0172	HISTORICAL_ROLLBACK
RB27-H06045	27,127	18	zh/18/xindex.sgml	990	B-tree	B-树	F03-U0173	HISTORICAL_ROLLBACK
RB27-H06046	27,127	18	zh/18/xindex.sgml	990	B-tree	B-树	F03-U0173	HISTORICAL_ROLLBACK
RB27-H06047	27	18	zh/18/xindex.sgml	999	B-tree	B-树	F03-U0174	HISTORICAL_ROLLBACK
RB27-H06048	27	18	zh/18/xindex.sgml	999	B-tree	B-树	F03-U0174	HISTORICAL_ROLLBACK
RB27-H06049	27	18	zh/18/xindex.sgml	999	B-tree	B-树	F03-U0174	HISTORICAL_ROLLBACK
RB27-H06050	27	18	zh/18/xindex.sgml	999	B-tree	B-树	F03-U0174	HISTORICAL_ROLLBACK
RB27-H06051	27	18	zh/18/xindex.sgml	1029	B-tree	B-树	F03-U0175	HISTORICAL_ROLLBACK
RB27-H06052	27	18	zh/18/xindex.sgml	1029	B-tree	B-树	F03-U0175	HISTORICAL_ROLLBACK
RB27-H06053	27	18	zh/18/xindex.sgml	1050	B-tree	B-树	F03-U0176	HISTORICAL_ROLLBACK
RB27-H06054	27	19	zh/19/amcheck.sgml	15	B-tree	B-树	F03-U0001	HISTORICAL_ROLLBACK
RB27-H06055	27	19	zh/19/amcheck.sgml	17	B-tree	B-树	F03-U0001	HISTORICAL_ROLLBACK
RB27-H06056	27	19	zh/19/amcheck.sgml	18	B-tree	B-树	F03-U0001	HISTORICAL_ROLLBACK
RB27-H06057	27	19	zh/19/amcheck.sgml	26	B-tree	B-树	F03-U0002	HISTORICAL_ROLLBACK
RB27-H06058	27	19	zh/19/amcheck.sgml	26	B-tree	B-树	F03-U0002	HISTORICAL_ROLLBACK
RB27-H06059	27	19	zh/19/amcheck.sgml	30	B-tree	B-树	F03-U0003	HISTORICAL_ROLLBACK
RB27-H06060	27	19	zh/19/amcheck.sgml	57	B-tree	B-树	F03-U0004	HISTORICAL_ROLLBACK
RB27-H06061	27	19	zh/19/amcheck.sgml	118	B-tree	B-树	F03-U0005	HISTORICAL_ROLLBACK
RB27-H06062	27	19	zh/19/amcheck.sgml	145	B-tree	B-树	F03-U0006	HISTORICAL_ROLLBACK
RB27-H06063	27	19	zh/19/amcheck.sgml	146	B-tree	B-树	F03-U0006	HISTORICAL_ROLLBACK
RB27-H06064	27	19	zh/19/amcheck.sgml	325	B-tree	B-树	F03-U0007	HISTORICAL_ROLLBACK
RB27-H06065	27	19	zh/19/amcheck.sgml	365	B-tree	B-树	F03-U0008	HISTORICAL_ROLLBACK
RB27-H06066	27	19	zh/19/arch-dev.sgml	201	B-tree	B-树	F03-U0009	HISTORICAL_ROLLBACK
RB27-H06067	27	19	zh/19/arch-dev.sgml	201	B-tree	B-树	F03-U0009	HISTORICAL_ROLLBACK
RB27-H06068	27	19	zh/19/arch-dev.sgml	201	B-tree	B-树	F03-U0009	HISTORICAL_ROLLBACK
RB27-H06069	27	19	zh/19/bloom.sgml	23	B-tree	B-树	F03-U0010	HISTORICAL_ROLLBACK
RB27-H06070	27	19	zh/19/bloom.sgml	23	B-tree	B-树	F03-U0010	HISTORICAL_ROLLBACK
RB27-H06071	27	19	zh/19/bloom.sgml	23	B-tree	B-树	F03-U0010	HISTORICAL_ROLLBACK
